column1;accent;age_range;gender;location;province;userid
279;not-shared;not-shared;not-shared;not-shared;not-shared;549a6b68-778d-47c9-b1ca-abedaf613398
280;neofalante;less-19;masculino;27018;27;7f781fc8-5940-4a41-8676-abeb3c5a475b
281;not-shared;not-shared;not-shared;not-shared;not-shared;1a75cece-3fe6-4b47-ac3a-c03abf9e1182
282;not-shared;not-shared;not-shared;not-shared;not-shared;e26d539d-21b6-48a9-985e-d6b03fc710ba
283;not-shared;not-shared;not-shared;not-shared;not-shared;2c85c008-e9b4-42df-9d90-a19f36ba9490
284;not-shared;not-shared;not-shared;not-shared;not-shared;45043ac7-35ed-4ab5-b726-db6ff707a68b
285;not-shared;not-shared;not-shared;not-shared;not-shared;f5f31595-d42a-44ae-a46d-970525aa54e7
286;not-shared;not-shared;not-shared;not-shared;not-shared;eba1405d-221e-4298-bd0e-c79f41e0db31
287;central;range-50_59;masculino;32004;32;1f1e2319-1782-45f8-91df-59e5afa928cf
288;central;range-50_59;masculino;32004;32;e62d9982-073b-4859-b999-5115cce634d0
289;neofalante;range-30_39;nobinario;32048;32;917dd26f-97ce-49f5-bafe-1e9857bb99b0
290;normativo;range-20_29;not-shared;36054;36;91ef02fc-acda-4ddc-83df-51888650a601
291;neofalante;range-20_29;masculino;36042;36;db071e95-68c8-47f3-9b79-f67a4c10f94f
292;central;range-40_49;femenino;32003;32;7d711a09-e4c2-4e45-ba12-c789589fa2cd
293;not-shared;not-shared;not-shared;not-shared;not-shared;500a3c4a-ea1f-4751-bd0d-7b66dd15142f
294;central;range-50_59;masculino;32004;32;f7b916e3-dcdf-45b3-8911-4674cd9f6840
295;central;range-50_59;masculino;32004;32;f0b30230-fca4-4da9-af13-bd98dea624a7
296;central;range-50_59;masculino;32004;32;c4ad18d2-c989-4445-91ba-5435402c7029
297;central;range-50_59;masculino;32004;32;bbfa0ccd-c2b7-4b07-84d0-8032ab3340f1
298;central;range-50_59;masculino;32004;32;96052eb8-4ef9-430a-89f1-1ae8c46eaf15
299;oriental;range-50_59;masculino;32015;32;3b01e1c0-5989-46bf-9b09-aec8696efd8e
300;not-shared;range-50_59;not-shared;not-shared;not-shared;00ed7710-492e-402c-a130-2fe1e386fcf3
301;not-shared;not-shared;not-shared;not-shared;not-shared;c93e622b-1084-4bc0-9528-828668925862
302;atlantico;not-shared;not-shared;not-shared;not-shared;fc842e22-2780-4b1b-afb8-03cccb4a89a5
303;atlantico;less-19;nobinario;27018;27;31e0f2c3-d56c-4ccf-aa4e-c701ae0cec4d
304;central;range-50_59;masculino;32004;32;b235c976-1435-4cbe-bfc6-84800e2fafc9
305;normativo;range-40_49;nobinario;32034;32;0a2fb0f1-e243-41b8-9978-ea0272d1f24b
306;not-shared;range-20_29;masculino;27044;27;ec9f7d3b-a126-4510-83b3-52c88b7ed67f
307;not-shared;not-shared;not-shared;not-shared;not-shared;732551e0-c20e-49e6-97ed-60f860ad71c8
308;normativo;range-30_39;femenino;27001;27;476e096d-23d3-4ad3-afbc-63870e6b30c3
309;not-shared;not-shared;not-shared;not-shared;not-shared;bbda9932-7fa5-4280-be62-a03698bc410c
310;oriental;range-30_39;masculino;32034;32;aea7a52f-1c55-44f0-913a-f68654e541fe
311;not-shared;not-shared;not-shared;not-shared;not-shared;d8538b3e-dfc1-4417-bdaa-4a6f7d2633ae
312;central;range-30_39;masculino;32014;32;9c2f8c29-f6ba-4977-b5a1-7eedde612a2c
313;atlantico;range-50_59;nobinario;36023;36;b4aa31c6-53b9-48b1-b64b-7dc254130e6e
314;normativo;range-40_49;masculino;32048;32;2313e4ff-b901-4e89-87ca-9ba37b88887d
315;central;range-40_49;masculino;32034;32;5f86f761-f77a-4ce4-852a-0731f63ec7d1
316;central;range-30_39;masculino;32003;32;3d89280d-50c4-4d12-b019-532eda1df9f8
317;oriental;range-30_39;masculino;36901;36;dd78ac87-02f2-40c2-bd63-99a0f469af35
318;central;range-30_39;masculino;32047;32;a31cb7ac-df4b-4609-9806-70280f236342
319;oriental;range-40_49;nobinario;36901;36;393b8fa6-c3ce-4c54-8e37-68f0cd2843e9
320;central;range-30_39;nobinario;32048;32;d8c29713-991e-462a-8270-0e8a10293d45
321;neofalante;range-30_39;femenino;other-location;other-location;58de090c-a062-49d8-9d73-664250955374
322;not-shared;not-shared;not-shared;not-shared;not-shared;ba6a1a3d-4534-42d9-a378-b4ef66845d13
323;neofalante;less-19;femenino;15018;15;24c7b526-54dd-4de0-a86f-71d001e4f2cd
324;central;range-20_29;masculino;27047;27;5da702d8-4648-407a-a6cb-c7086789be46
325;central;range-20_29;masculino;27047;27;af9498e6-8d0b-4ea8-b1a7-d3f9b3654e74
326;neofalante;range-20_29;masculino;36042;36;3e60866f-a376-45f4-a9bc-586e6eca6e2c
327;central;range-20_29;masculino;27044;27;c48e14fb-a1b8-49cf-9fd8-79789d62ec61
328;neofalante;less-19;femenino;15003;15;b0dab4c1-d250-4199-8294-8e96cc21c23a
329;neofalante;range-20_29;femenino;15002;15;d55137cc-2afe-4815-b2c8-5602b98f5872
330;normativo;range-20_29;femenino;15001;15;74041743-6b21-4fe3-94e0-231fee7b868b
331;normativo;range-30_39;masculino;32047;32;4bb5e3dd-6f7d-41f3-ab09-d46eb0b9b2cd
332;neofalante;range-20_29;masculino;36042;36;9d02fdea-411e-4c51-bb15-8aa555b04d92
333;oriental;range-40_49;masculino;32047;32;55388de8-1eb3-4a16-ade2-f65d177ee352
334;neofalante;range-20_29;masculino;36042;36;a31af8c9-4b33-48dc-9796-d19ba95da1b3
335;normativo;range-20_29;not-shared;36042;36;be953997-6aa6-4523-860b-d7966c2768c7
336;atlantico;range-30_39;masculino;36054;36;225e58cf-b109-4b1d-a920-ae4a4f776709
337;oriental;range-30_39;nobinario;36025;36;b8987ed3-83e4-44cd-a0bc-118dadeaaee8
338;atlantico;range-30_39;masculino;36054;36;b6b8b0c7-a12c-4206-8c96-b3d39e4dae4a
339;normativo;range-20_29;not-shared;36042;36;18b1562e-d4f6-4cd9-9776-ee8bd761f400
340;neofalante;range-20_29;masculino;15030;15;fd5756f0-979a-4d64-9bdb-9bbca744b589
341;normativo;range-20_29;femenino;36001;36;47aff2a1-30d3-40f1-aeb2-660c2aa84d42
342;neofalante;range-20_29;masculino;36042;36;b36d1e04-e6ac-418b-aa6e-1c7ca32e7a66
343;neofalante;range-20_29;masculino;36057;36;c6d119ae-fefa-4e4e-8d99-d6fc5d01ba7e
344;not-shared;not-shared;not-shared;not-shared;other-location;5262b6ed-bf62-4029-8f2d-4fcf5f232226
345;neofalante;range-20_29;masculino;36057;36;e104e8d8-bbbf-404d-89cf-14fb8b5a6a6f
346;atlantico;range-20_29;masculino;15058;15;c0baeccd-3a89-4b89-be32-516e88f0478a
347;not-shared;less-19;masculino;15002;15;8dd5e497-6081-4f7b-aa4d-051b3241b1b6
348;not-shared;not-shared;not-shared;not-shared;not-shared;89100de9-e8fa-4011-8a22-3c858bb47918
349;central;range-50_59;masculino;36023;36;407f259a-8504-413f-a237-179df4c81c65
350;central;range-30_39;masculino;32014;32;6b31a420-544a-41be-b9e4-b27a531d2c50
351;not-shared;not-shared;not-shared;not-shared;not-shared;67dcd3a1-cc7a-4875-b3ed-825bc16b3737
352;oriental;less-19;femenino;27037;27;43f3bd34-9066-4438-bcdc-d2329d05f63b
353;not-shared;not-shared;not-shared;not-shared;not-shared;c8011b6b-459b-4c7c-bba7-820a79dec3d3
354;not-shared;not-shared;not-shared;not-shared;not-shared;a0af5fe1-5820-441d-a2e5-dcaa27c02219
355;neofalante;range-20_29;masculino;36042;36;6a2d4c0a-8e17-49e7-9144-eac3e31ce315
356;not-shared;not-shared;not-shared;not-shared;other-location;918b711a-0d26-4bc0-9e59-6809f60fa6e2
357;neofalante;range-20_29;masculino;15002;15;7aad0d26-0135-4cc9-ac02-77fd26954bee
358;not-shared;not-shared;not-shared;not-shared;not-shared;8cba7589-1d8e-42c9-ba2c-fd4586241ffc
359;neofalante;range-20_29;masculino;36001;36;45b4f35d-addb-495a-8c01-45f1fae59fa0
360;oriental;less-19;masculino;27002;27;c16b2c05-ddfa-4ea4-bed1-4719dfc52471
361;oriental;range-40_49;masculino;27002;27;a3a4c9ef-fbc0-4c7a-a072-f3123c5851da
362;oriental;range-30_39;masculino;32048;32;dcb9b7df-3b94-435d-a0e5-df631066b4c5
363;normativo;range-20_29;masculino;32079;32;cfd71cea-9fa0-496d-a818-504598f43ae2
364;normativo;range-30_39;masculino;27021;27;8eae75b2-f48b-4399-8f84-a1bc09432198
365;normativo;range-30_39;masculino;27013;27;df11b49e-53e6-448f-b402-0b9d890f7597
366;normativo;range-40_49;masculino;27063;27;fb82e882-f30a-4cc6-b9bb-4130b8e68d0c
367;not-shared;not-shared;not-shared;not-shared;not-shared;dd40bc1d-9cf3-4eee-9969-1e84a49824d0
368;neofalante;range-20_29;nobinario;15001;15;ceba2da3-47e6-4aad-8ea4-4abe567f73ae
369;neofalante;less-19;nobinario;other-location;other-location;add31be0-46e6-41db-80ae-a6390f78d4ab
370;neofalante;range-20_29;nobinario;15067;15;d9f22481-3fec-41ff-a2f3-782f58ff7fb6
371;neofalante;less-19;femenino;15003;15;eedf2b25-ef35-45ce-b992-0907ddad517a
372;neofalante;less-19;femenino;15003;15;0e05b3e8-b1f0-43b9-8668-c62121df35e1
373;neofalante;less-19;femenino;15003;15;146c9b96-4e75-403e-aaf2-83da78a0457b
374;neofalante;less-19;femenino;15003;15;743bc813-b040-447f-8f39-ad9cff5ef722
375;neofalante;less-19;femenino;15003;15;9f1e9454-6e3e-4669-bf13-21a3c512bb7e
376;neofalante;less-19;femenino;15003;15;79ef1281-b079-404f-b345-4e23a726d198
377;central;range-40_49;not-shared;15089;15;77e13ad3-d09a-49a8-95c6-9f3582eb6345
378;neofalante;less-19;femenino;15003;15;6d13ec64-6b4b-4083-bb16-a705758d1e05
379;not-shared;not-shared;not-shared;not-shared;not-shared;a24fd170-e6f6-401b-8693-56804ea68a52
380;central;range-40_49;not-shared;15089;15;c736d963-b45e-437e-9077-a95b0baec332
381;not-shared;not-shared;not-shared;not-shared;not-shared;33945a61-8823-4895-8a25-51e6fa63e077
382;neofalante;range-20_29;femenino;15002;15;e1ebce6f-b0f5-400c-a0da-63428960cc9d
383;not-shared;not-shared;not-shared;not-shared;not-shared;9591f1e7-01f3-4bd7-a3df-57ac29f56ba0
384;central;range-40_49;masculino;15902;15;1c6c1708-4234-4025-9eaa-b0b7c4a9614e
385;oriental;range-40_49;femenino;27062;27;21551ba0-7bdd-4c9c-9ed9-edc6c51a68b0
386;oriental;range-30_39;masculino;27006;27;4c20e989-c514-42fb-966b-ac213d2a38f7
387;neofalante;range-30_39;nobinario;not-shared;other-location;b924b7d9-fd5b-413d-bbeb-00936447899c
388;central;range-30_39;masculino;32027;32;171e596d-0258-4610-a5ed-f8b43ee832c7
389;oriental;range-40_49;masculino;27032;27;0886df5a-a08c-4f7d-b4f2-1787ceac0c1a
390;not-shared;not-shared;not-shared;not-shared;not-shared;04b4373f-6241-402b-83a3-acc90c341437
391;not-shared;not-shared;not-shared;not-shared;not-shared;8f1a556b-6e38-4558-92c7-1bee3f15dbb7
392;not-shared;not-shared;not-shared;not-shared;not-shared;5b6b678e-cefa-4f1f-a347-55356c52f22d
393;not-shared;not-shared;not-shared;not-shared;not-shared;ac7bc0cb-bf87-4e5c-b036-d32fa91ed186
394;not-shared;not-shared;not-shared;not-shared;not-shared;charge_test
395;not-shared;not-shared;not-shared;not-shared;not-shared;charge_test
396;not-shared;not-shared;not-shared;not-shared;not-shared;charge_test
397;not-shared;not-shared;not-shared;not-shared;not-shared;charge_test
398;not-shared;not-shared;not-shared;not-shared;not-shared;charge_test1
399;not-shared;not-shared;not-shared;not-shared;not-shared;charge_test1
400;normativo;range-50_59;nobinario;36023;36;17e80352-28a6-4411-b17f-158317efbe60
401;oriental;range-30_39;femenino;27025;27;c61080bc-6cf6-4d58-99c1-ed4e73a1fd44
402;oriental;range-30_39;masculino;32054;32;6e7196ef-2fe5-435c-8fa1-85b1ba343920
403;not-shared;not-shared;not-shared;not-shared;not-shared;8104a33d-b266-4391-bceb-6c84ad8e145d
404;not-shared;less-19;not-shared;not-shared;not-shared;de0f7df6-8768-4b64-8ebc-db64e31501ae
405;not-shared;less-19;not-shared;not-shared;not-shared;0731aa7e-3a73-4bb6-b504-1d9475061629
406;atlantico;less-19;femenino;15007;15;c8d683b5-7501-4a4c-96f8-dfc9559e5483
407;oriental;range-30_39;masculino;32048;32;3216f86c-ae43-4d79-a98d-bf4496a07d61
408;oriental;range-30_39;nobinario;32059;32;fcea0265-43b9-41cb-812a-5b42c8f0a037
409;oriental;range-30_39;nobinario;32059;32;45fa7008-9ff4-430d-9375-9c99df398710
410;oriental;range-30_39;nobinario;32059;32;5192763d-5128-47fe-99ba-5cd413321dbc
411;oriental;range-30_39;nobinario;32059;32;731e2dd0-1432-4013-8852-6d5b5b9577cd
412;neofalante;range-20_29;nobinario;27002;27;fe2ba2d9-987c-4a51-8b21-9bd8a993eeab
413;normativo;range-30_39;nobinario;32059;32;0c52a391-d254-4fe4-b9e9-ae08356ceff9
414;central;range-40_49;femenino;27044;27;716e9d39-b716-440d-9bbc-5ad1f053ee8a
415;central;range-20_29;masculino;27044;27;d34f6391-b974-4ec1-b2c8-d557e8117101
416;central;range-30_39;nobinario;32034;32;8a9abf8c-8790-44be-96f0-836c51e882ac
417;not-shared;not-shared;not-shared;not-shared;not-shared;cdf3dd11-2a77-4af2-aa51-908e794875cd
418;oriental;range-50_59;femenino;27013;27;95d0e011-3252-4ad8-ab24-4dc0e2124d8e
419;not-shared;not-shared;not-shared;not-shared;not-shared;c02d2285-8031-4a87-9cb1-22eb21afcf01
420;not-shared;not-shared;not-shared;not-shared;not-shared;01a5096c-3dbd-4772-9f4c-44eda37dd153
421;not-shared;not-shared;not-shared;not-shared;not-shared;6cf78b34-fd40-4d3f-be84-582314a8b7d9
422;not-shared;not-shared;not-shared;not-shared;not-shared;a6e02864-d35f-4081-81fa-ea455910bcdd
423;atlantico;less-19;femenino;15018;15;4a5274c3-6bbd-4121-80c4-4be450f4562f
424;central;range-50_59;femenino;36001;36;8993185d-9976-4095-bf28-68c6a36a220a
425;atlantico;range-40_49;femenino;36034;36;d644a873-71ec-4ae2-b0f8-a3610e132ee8
426;not-shared;not-shared;not-shared;not-shared;not-shared;47303356-1f99-4b01-ad7d-02413fa70a62
427;central;range-30_39;femenino;32047;32;aaad3383-bcbd-46be-89ef-e04d52543a5e
428;neofalante;less-19;femenino;15003;15;f818e242-94b6-49b9-a780-d31d52fb768c
429;not-shared;not-shared;not-shared;not-shared;not-shared;6405765a-e7d0-4fb6-a89e-41806077e076
430;not-shared;range-30_39;masculino;32032;32;c2b984e1-1f93-4e39-8be0-604e66d63c1f
431;normativo;range-40_49;masculino;36020;36;9eb9a1a5-cff8-4ee9-bf0e-a8ce5e42ff7c
432;not-shared;not-shared;not-shared;not-shared;not-shared;dba1adc6-d95a-465b-a576-8b2ea30cc170
433;not-shared;not-shared;not-shared;not-shared;32;47fab36d-a171-4632-a591-c330df2ebe1c
434;not-shared;less-19;not-shared;not-shared;15;087addc8-c61e-4ddd-a3cf-0d1531b9370c
435;not-shared;not-shared;not-shared;not-shared;not-shared;30bfa088-5456-4a00-b5c1-d640d1eb04cb
436;not-shared;not-shared;not-shared;not-shared;not-shared;c24b4b1f-46df-4160-b785-e60c273bb3f1
437;normativo;range-20_29;femenino;15078;15;fc1b191d-a1f8-4f05-b5ce-63e6ba58d167
438;normativo;range-20_29;not-shared;15018;15;236eea2b-7953-4808-b10c-b0e3adaccada
439;central;range-20_29;masculino;15018;15;330db014-aefd-4385-a9b1-f6f4e9601303
440;not-shared;not-shared;not-shared;not-shared;not-shared;2340a06f-a0a2-4367-9352-3a09cce79d01
441;atlantico;less-19;femenino;15007;15;eb22adbc-d4fb-457c-a8a8-754b1ce313a1
442;neofalante;less-19;femenino;15002;15;b4897b31-7d40-4168-87be-2c625c47ea1b
443;atlantico;less-19;femenino;15007;15;c7ac75e4-375f-40b7-9322-f3c4aaff95da
444;central;range-50_59;masculino;32004;32;1724005d-f26b-4330-a1fa-28effbec5da4
445;not-shared;not-shared;not-shared;not-shared;not-shared;1fc26915-0be9-46fd-8aa4-d492735f6942
446;normativo;range-40_49;masculino;36039;36;d26510b0-c153-4381-a2f8-34b49ad3133f
447;neofalante;range-20_29;masculino;36013;36;007422b1-2272-4e6c-a5c8-e45696d13d4e
448;not-shared;not-shared;not-shared;not-shared;not-shared;c6dfc8ff-c891-4f36-ab80-4c27a1063391
449;not-shared;not-shared;not-shared;not-shared;not-shared;98b23327-11c3-4ab1-b3b1-e6928c29dab0
450;not-shared;not-shared;not-shared;not-shared;not-shared;9eecd107-b1ef-4a23-bafb-cf37a275049d
451;not-shared;not-shared;not-shared;not-shared;not-shared;de832049-08cb-4f93-83d1-0bd57effd1d9
452;central;range-50_59;masculino;32004;32;4e15745b-a964-483a-9536-6bfb8ff4059a
453;central;range-50_59;masculino;32004;32;e51ee6ff-e49e-46ab-9d05-fd34ecc5a455
454;atlantico;range-50_59;femenino;36004;36;7a2b05a0-4325-4f57-badd-2390607753b9
455;not-shared;not-shared;not-shared;not-shared;not-shared;0d9dd55e-2d98-49d6-9ca5-5c18adbfc41d
456;not-shared;not-shared;not-shared;not-shared;other-location;c09b5020-e497-4a8b-86cd-33ff01dd31ff
457;central;range-50_59;masculino;32004;32;0e88fdc0-c07c-4ae0-a551-88b87e3a6675
458;atlantico;less-19;masculino;15018;15;9617e4e4-5549-4905-9797-7cb593612979
459;central;range-50_59;masculino;32004;32;ad5f518b-c95f-43a4-910c-2d9e2495aaf9
460;normativo;range-30_39;masculino;36033;36;49b7656e-bdd4-4be2-8570-47518a68c6df
461;central;range-50_59;masculino;32004;32;ccd3bf1c-d17b-4410-b6a9-aced774ef07f
462;not-shared;not-shared;not-shared;not-shared;not-shared;0cd0c8f2-8ba2-4b8a-81b4-58697bd2a7a4
463;normativo;less-19;masculino;36050;36;61b8b7b1-2b0d-472b-94ca-3b83b6b9f1d0
464;not-shared;not-shared;not-shared;not-shared;not-shared;ce684af3-d086-40d0-9c0d-773d9ba197fd
465;not-shared;range-20_29;nobinario;27048;27;2819d620-bc14-41b3-9b62-df2f701ee96c
466;normativo;less-19;masculino;36026;36;0ff961cb-abdb-49c9-bb36-816e65abbfc6
467;not-shared;not-shared;not-shared;not-shared;not-shared;381f4c49-ebea-4559-b6b2-543dfc039346
468;neofalante;range-20_29;masculino;36042;36;7951874b-2d31-4cb8-9646-53d5bc3b3609
469;central;range-20_29;masculino;36034;36;951b40be-e003-4ac8-97ad-97f8b121f903
470;central;range-50_59;masculino;32004;32;8526ca14-165b-4536-9df8-b4443e12c9fb
471;central;range-50_59;masculino;32004;32;6a512d97-af22-43da-845a-4d46616330e6
472;central;range-50_59;masculino;32004;32;d1dc37a5-1ee8-487c-bb7f-9bad28179b41
473;central;range-50_59;masculino;32004;32;5191b915-63a4-4811-8dad-72a2b989b15b
474;central;range-50_59;masculino;32004;32;438f6526-6768-407c-8dc9-31ad2d04a60b
475;neofalante;range-20_29;masculino;15002;15;178d4d1e-19c3-4f0e-89a4-8bcb251c3e60
476;neofalante;range-50_59;masculino;36057;36;04539dc9-7a0f-4919-9234-ab87a057b19a
477;neofalante;range-60_69;masculino;not-shared;not-shared;5b4f8404-665e-48e3-9ab5-0c111872756a
478;central;range-50_59;masculino;32004;32;dc43ef16-0e85-429e-83e4-112c237b0535
479;normativo;range-40_49;masculino;15078;15;8647a2f5-f761-4989-958d-7c1a8b3ee584
480;not-shared;not-shared;not-shared;not-shared;not-shared;78510480-5164-4eb0-928c-0663f2c62d7f
481;not-shared;not-shared;not-shared;not-shared;not-shared;c4bedbea-0493-4e6c-9b52-4751b0629a22
482;not-shared;not-shared;not-shared;not-shared;not-shared;f8ab9746-f44e-4f63-a06d-9ecc43693c13
483;not-shared;not-shared;not-shared;not-shared;not-shared;9f808b4d-f9ed-400f-8bb9-b4e8ac04d7f2
484;not-shared;not-shared;not-shared;not-shared;not-shared;7be67b33-2648-426f-bc74-49dae2e4cd0a
485;not-shared;not-shared;not-shared;not-shared;not-shared;1130737e-fffe-4d2e-9882-c870cff78a82
486;central;less-19;masculino;15018;15;6fb2edda-c195-45b8-bf90-026ae77d3b97
487;normativo;range-20_29;masculino;32047;32;7acc8a29-03f5-41b6-92eb-6942f18dcf98
488;not-shared;range-20_29;masculino;15058;15;ee689081-3a2a-418a-8dac-1d0d7aa8ab8e
489;neofalante;range-20_29;nobinario;15029;15;e649426b-d754-4cfe-99c6-da4eb57f2132
490;not-shared;range-20_29;masculino;15058;15;87275a58-31bc-438c-8ad8-a71685b3bcd2
491;oriental;range-20_29;femenino;27026;27;80bf3728-93bf-4c85-b6e8-686614ce91ac
492;oriental;less-19;femenino;32042;32;1d91dafa-5686-4d52-9b86-14e88253816f
493;not-shared;greater-89;femenino;15012;15;884d5dc3-4e8c-4b0d-90c5-da4e5ecd7b01
494;not-shared;not-shared;not-shared;not-shared;not-shared;5fa2f268-dbab-44ba-8eb9-bd37a77a4b94
495;not-shared;range-60_69;femenino;15060;15;641125ee-8c15-448c-a46d-4e12dafb94bd
496;oriental;range-30_39;femenino;32039;32;de7d1e2b-6199-45e9-aa16-da5875535d3a
497;oriental;range-50_59;femenino;32057;32;7c6fac13-20e2-47b1-b0a0-0e3c270f6dd7
498;not-shared;range-60_69;femenino;15060;15;d3e37016-332e-4571-bc9a-96182b2b3072
499;not-shared;range-60_69;femenino;15060;15;7bb0d077-ae8f-4462-93f1-36422cd7e805
500;not-shared;range-60_69;femenino;15060;15;f64c010b-8a84-4623-9067-6a0d41bd5d54
501;neofalante;range-20_29;femenino;36001;36;1430b6d7-01cf-4ad6-9790-69a44cbb330c
502;normativo;range-50_59;femenino;27013;27;9d991f17-9289-492e-9719-9ba6f763e27f
503;central;range-60_69;femenino;15089;15;441bfa1d-2a92-41cc-8ada-6da804923749
504;central;range-50_59;masculino;32004;32;467e3e75-4c3a-4ca3-a8d7-d2694249b2cc
505;central;range-40_49;masculino;32004;32;7b2a1519-4391-4864-a881-0d91b3ce4ee4
506;atlantico;range-30_39;masculino;27044;27;653dfc6d-db51-4daa-84e1-fea5be8c6fda
507;oriental;range-20_29;masculino;27038;27;2d30f5f3-0e28-45c1-b315-8cff79397e91
508;oriental;range-40_49;masculino;27039;27;72f843dc-9554-45a0-9cf9-c342191f2a6a
509;neofalante;range-20_29;masculino;36052;36;cd81e97e-7c90-414d-93fe-e12d3b4c56cb
510;normativo;range-30_39;masculino;15024;15;2e8f88bb-ab72-4a67-baf4-3130812ed36b
511;normativo;range-30_39;femenino;36052;36;7667b3b0-ac97-452d-b224-9965aff2d891
512;central;range-50_59;masculino;32004;32;f33d11ff-06c0-4293-997f-dc74e764d324
513;oriental;range-30_39;masculino;27035;27;e351c20e-7b44-4794-a2a6-eef7acac8cfe
514;neofalante;range-30_39;femenino;32018;32;29c73f75-2b9d-4ec8-a70c-d7857becd53c
515;oriental;range-20_29;femenino;27021;27;cd0a6f0c-1ad7-4ac1-8819-10a62edaca41
516;oriental;range-50_59;femenino;27047;27;cbd95e22-d20b-48c0-97cc-649b4df99862
517;not-shared;range-60_69;femenino;15060;15;1d9f86af-bee5-44ee-9a6f-87dbaeba46c1
518;atlantico;less-19;femenino;15007;15;951e8928-b385-4dac-899b-e680bfa67320
519;neofalante;range-30_39;femenino;32059;32;03803d23-1b75-439c-9f21-ae6f1ee62b9e
520;central;range-20_29;masculino;27047;27;09d526d1-8abd-4755-a084-6f2fa149e30f
521;oriental;range-30_39;masculino;32034;32;b2b45a09-0119-47a1-865a-f9e81c6f2eb3
